avg_travel_time,GEOID
25.91,06037481712
31.8,06037481713
28.68,06037481714
36.09,06037481800
33.44,06037481901
36.57,06037481902
33.05,06037482001
30.74,06037482002
31.8,06037482101
36.06,06037482102
36.12,06037482201
32.88,06037482202
31.36,06037482301
28.31,06037482303
30.59,06037482304
31.7,06037482401
32.48,06037482403
32.63,06037482404
30.21,06037482502
31.94,06037482503
31.21,06037482521
30.22,06037482522
34.68,06037482600
31.62,06037482701
32.33,06037482702
32.09,06037482801
41.18,06037500100
39.57,06037500202
32.19,06037500203
36.02,06037500204
33.56,06037500300
32.12,06037500402
41.24,06037500403
40.04,06037500404
31.6,06037500500
32.29,06037500600
35.2,06037500700
36.92,06037500800
28.85,06037500900
33.12,06037501001
33.29,06037501002
36.44,06037501200
38.21,06037501301
35.18,06037501302
42.49,06037501400
41.45,06037501501
32.85,06037501503
34.88,06037501504
35.86,06037501600
39.0,06037501700
39.09,06037501802
37.92,06037501803
36.39,06037501804
39.15,06037501900
33.73,06037502003
32.69,06037502004
35.51,06037502005
31.68,06037502100
36.9,06037502200
35.42,06037502303
30.45,06037502401
30.71,06037502402
38.29,06037502500
31.92,06037502602
30.78,06037502603
34.84,06037502604
27.61,06037502700
36.81,06037502801
35.99,06037502901
41.38,06037503000
32.35,06037503103
29.14,06037503104
30.62,06037503105
33.7,06037503106
36.23,06037503201
39.98,06037503202
31.31,06037503301
36.29,06037503302
41.81,06037503401
34.48,06037503402
32.68,06037503501
34.28,06037503502
37.23,06037503601
33.85,06037503602
37.22,06037503701
37.18,06037503702
35.85,06037503704
39.75,06037503705
36.18,06037503801
38.91,06037503802
35.25,06037503901
40.56,06037503902
26.87,06037504001
31.18,06037504002
31.43,06037504101
40.43,06037504200
38.55,06037530005
38.9,06037530006
33.21,06037530007
32.86,06037530101
26.72,06037530102
34.31,06037530202
33.93,06037530203
39.52,06037530204
31.37,06037530301
33.02,06037530302
25.0,06037530400
32.25,06037530500
42.19,06037530603
41.84,06037530700
37.27,06037530801
30.31,06037530802
28.74,06037530901
37.66,06037530902
35.8,06037531000
30.28,06037531101
31.28,06037531102
34.96,06037531201
32.93,06037531202
34.74,06037531301
27.09,06037531302
34.61,06037531502
34.41,06037531503
37.63,06037531504
29.44,06037531602
36.17,06037531603
31.07,06037531604
32.94,06037531701
35.19,06037531702
29.82,06037531800
31.31,06037531901
31.57,06037531902
31.71,06037532001
27.5,06037532002
33.21,06037532101
34.45,06037532102
34.3,06037532200
30.61,06037532302
26.28,06037532303
34.8,06037532304
34.58,06037532500
32.5,06037532605
41.0,06037532606
35.55,06037532607
41.45,06037532700
40.0,06037532800
42.16,06037532900
39.76,06037533001
32.16,06037533002
34.8,06037533103
31.67,06037533104
33.17,06037533105
40.44,06037533108
36.46,06037533201
31.16,06037533204
36.18,06037533300
28.75,06037533401
35.61,06037533402
36.94,06037533403
27.21,06037533501
31.02,06037533504
34.08,06037533601
32.77,06037533602
31.05,06037533603
35.4,06037533701
33.85,06037533702
31.45,06037533703
37.2,06037533803
35.16,06037533804
35.24,06037533805
35.12,06037533806
31.47,06037533901
35.28,06037533902
29.98,06037534001
31.02,06037534002
27.76,06037534101
31.56,06037534102
33.66,06037534201
30.83,06037534202
31.22,06037534203
36.89,06037534301
32.06,06037534302
39.58,06037534403
35.33,06037534404
39.68,06037534405
34.31,06037534406
39.38,06037534501
34.44,06037534502
37.84,06037534700
35.9,06037534802
38.1,06037534803
40.93,06037534804
31.53,06037534900
43.83,06037535001
37.64,06037535002
33.61,06037535101
43.54,06037535102
31.66,06037535200
34.48,06037535300
37.2,06037535400
33.14,06037535501
43.11,06037535502
32.72,06037535503
37.52,06037535603
32.84,06037535604
39.51,06037535605
32.07,06037535606
39.76,06037535607
40.13,06037535701
34.87,06037535702
33.1,06037535802
34.64,06037535803
32.76,06037535804
35.15,06037535901
34.13,06037535902
30.75,06037536000
38.26,06037536102
36.79,06037536103
30.47,06037536104
38.67,06037536201
29.34,06037536202
32.9,06037540000
37.35,06037540101
35.49,06037540102
34.86,06037540201
30.47,06037540202
33.11,06037540203
38.65,06037540300
33.41,06037540400
36.38,06037540501
30.45,06037540502
35.94,06037540600
32.75,06037540700
40.42,06037540800
32.43,06037540901
28.85,06037540902
33.43,06037541003
33.87,06037541100
32.66,06037541200
40.68,06037541300
31.32,06037541401
37.31,06037541402
37.52,06037541500
31.82,06037541603
31.01,06037541604
34.21,06037541605
35.91,06037541606
37.02,06037541700
30.17,06037541801
29.81,06037541802
31.63,06037542000
37.31,06037542103
34.33,06037542104
34.97,06037542105
30.83,06037542106
34.03,06037542200
34.25,06037542401
30.34,06037542402
30.77,06037542501
32.49,06037542502
31.22,06037542601
34.19,06037542602
35.71,06037542700
33.75,06037542800
29.82,06037542900
26.88,06037543000
30.06,06037543100
35.28,06037543201
33.58,06037543203
31.34,06037543304
33.81,06037543305
27.94,06037543306
30.09,06037543321
23.45,06037543322
26.84,06037543400
32.51,06037543501
29.92,06037543502
29.27,06037543503
26.48,06037543601
32.31,06037543603
27.1,06037543605
26.86,06037543606
28.65,06037543607
33.37,06037543701
27.66,06037543703
29.38,06037543704
34.5,06037543705
31.21,06037543801
27.48,06037543803
30.27,06037543804
26.72,06037543903
29.34,06037543905
29.21,06037544001
27.69,06037544002
29.0,06037550101
29.49,06037550201
31.9,06037550202
31.46,06037550301
34.69,06037550501
29.99,06037550502
35.9,06037550601
33.1,06037550602
32.03,06037550700
39.15,06037550801
31.79,06037550802
42.62,06037550901
38.0,06037550902
28.17,06037551001
37.23,06037551002
35.75,06037551101
33.61,06037551102
26.91,06037551201
31.22,06037551203
30.55,06037551204
32.32,06037551300
36.9,06037551401
33.59,06037551402
30.76,06037551501
36.86,06037551502
33.64,06037551700
41.52,06037551801
29.63,06037551802
34.51,06037551900
35.86,06037552001
33.33,06037552002
29.24,06037552100
29.49,06037552200
34.94,06037552301
42.31,06037552302
32.84,06037552400
34.32,06037552601
29.75,06037552602
30.18,06037552700
34.37,06037552800
28.74,06037552900
35.3,06037553000
33.49,06037553100
33.82,06037553201
33.45,06037553202
29.84,06037553300
31.46,06037553400
36.79,06037553502
29.15,06037553503
33.96,06037553504
28.7,06037553601
32.88,06037553602
30.74,06037553701
29.8,06037553702
30.92,06037553801
32.18,06037553802
34.13,06037553901
26.44,06037553902
31.85,06037554001
33.66,06037554002
30.41,06037554101
35.63,06037554105
30.51,06037554106
32.48,06037554201
31.69,06037554203
30.99,06037554204
29.36,06037554301
38.52,06037554302
27.48,06037554403
33.19,06037554404
31.3,06037554405
33.15,06037554406
34.62,06037554511
40.66,06037554512
34.11,06037554513
32.74,06037554514
35.93,06037554515
38.69,06037554516
32.98,06037554517
38.2,06037554518
35.45,06037554519
36.46,06037554521
35.74,06037554522
33.39,06037554600
28.18,06037554700
30.91,06037554801
26.51,06037554802
28.97,06037554900
32.36,06037555001
30.6,06037555002
32.33,06037555105
30.25,06037555106
32.15,06037555107
31.3,06037555202
29.04,06037555211
30.56,06037555212
31.76,06037555300
33.51,06037570001
34.77,06037570002
34.66,06037570003
40.28,06037570100
31.61,06037570202
32.13,06037570203
33.44,06037570204
29.01,06037570303
32.91,06037570304
35.68,06037570305
35.83,06037570306
34.95,06037570402
25.86,06037570403
31.4,06037570404
36.63,06037570502
39.55,06037570503
39.17,06037570504
31.28,06037570601
30.77,06037570602
33.63,06037570603
30.94,06037570701
29.84,06037570703
32.2,06037570800
27.44,06037570901
32.9,06037570902
29.16,06037571000
29.46,06037571101
38.13,06037571102
34.67,06037571201
35.57,06037571202
31.52,06037571300
31.11,06037571400
35.97,06037571502
31.45,06037571504
33.64,06037571505
30.25,06037571600
35.99,06037571701
30.57,06037571703
29.28,06037571704
35.78,06037571800
33.58,06037571900
38.03,06037572001
29.83,06037572201
36.56,06037572202
30.67,06037572301
27.43,06037572500
30.1,06037572600
30.29,06037572700
37.45,06037573002
28.61,06037573003
34.33,06037573004
37.2,06037573101
36.4,06037573102
33.59,06037573201
35.05,06037573202
29.94,06037573300
30.9,06037573401
38.33,06037573402
30.19,06037573403
29.83,06037573601
32.53,06037573700
29.25,06037573800
26.89,06037573902
32.48,06037574000
31.5,06037574100
32.93,06037574201
37.69,06037574202
30.49,06037574300
30.88,06037574400
32.24,06037574500
38.09,06037574602
36.91,06037574800
28.38,06037574901
31.71,06037574902
33.86,06037575001
32.11,06037575002
37.93,06037575101
27.97,06037575102
32.68,06037575103
31.92,06037575201
27.19,06037575202
33.46,06037575300
33.37,06037575401
29.19,06037575402
27.86,06037575801
25.94,06037575802
38.87,06037575803
35.63,06037575901
31.18,06037575902
29.65,06037576001
33.74,06037576200
35.0,06037576301
31.6,06037576302
30.49,06037576401
32.4,06037576402
34.68,06037576403
29.58,06037576501
31.6,06037576502
31.61,06037576503
35.8,06037576601
34.82,06037576602
37.31,06037576700
39.42,06037576801
34.94,06037576802
32.48,06037576901
32.59,06037576903
32.62,06037576904
34.16,06037577000
32.0,06037577100
33.81,06037577200
39.23,06037577300
35.31,06037577400
33.44,06037577501
33.08,06037577504
32.74,06037577602
40.24,06037577604
34.28,06037577605
28.05,06037577606
28.3,06037577700
31.35,06037577800
32.0,06037577900
28.84,06037578000
14.21,06037578100
11.53,06037599000
9.13,06037599100
37.22,06037600100
38.12,06037600201
42.15,06037600202
40.11,06037600302
38.09,06037600303
36.37,06037600304
32.23,06037600400
36.19,06037600501
35.97,06037600601
36.68,06037600602
37.43,06037600702
43.61,06037600703
37.65,06037600704
39.17,06037600801
39.26,06037600802
33.1,06037600902
34.63,06037600911
34.75,06037600912
29.56,06037601001
35.02,06037601002
31.47,06037601100
37.39,06037601202
30.47,06037601211
28.87,06037601212
29.7,06037601301
30.58,06037601302
35.54,06037601303
36.21,06037601401
31.79,06037601402
28.24,06037601501
30.9,06037601502
34.5,06037601600
34.42,06037601700
26.08,06037601801
31.11,06037601802
42.37,06037601900
33.67,06037602002
35.18,06037602003
33.4,06037602103
32.4,06037602104
33.92,06037602105
27.48,06037602106
25.74,06037602201
26.02,06037602202
30.47,06037602301
26.55,06037602302
30.29,06037602402
36.47,06037602403
30.56,06037602404
27.18,06037602504
30.27,06037602505
34.83,06037602506
32.28,06037602507
37.22,06037602510
39.65,06037602511
25.64,06037602512
25.72,06037602513
40.21,06037602601
28.5,06037602602
34.44,06037602700
24.95,06037602801
36.01,06037602802
28.11,06037602900
28.91,06037603004
26.62,06037603005
29.71,06037603006
34.27,06037603007
32.53,06037603008
28.06,06037603101
30.83,06037603102
27.62,06037603200
30.8,06037603301
32.59,06037603302
31.83,06037603400
34.48,06037603500
33.3,06037603600
30.79,06037603702
29.59,06037603703
28.67,06037603705
29.08,06037603706
26.75,06037603801
28.05,06037603802
27.37,06037603901
24.68,06037603902
25.71,06037604001
29.43,06037604002
28.36,06037604101
31.63,06037604102
27.75,06037604200
30.38,06037609900
25.92,06037620001
27.32,06037620002
25.48,06037620101
27.83,06037620102
31.03,06037620201
24.4,06037620301
33.59,06037620303
31.26,06037620305
37.04,06037620400
28.15,06037620501
28.55,06037620521
30.27,06037620522
32.97,06037620601
24.93,06037620602
28.61,06037620701
32.7,06037620703
28.35,06037620704
32.47,06037620801
29.34,06037620802
33.87,06037620901
38.54,06037620904
30.69,06037621001
32.16,06037621005
29.38,06037621102
33.94,06037621104
29.36,06037621201
32.88,06037621204
30.25,06037621301
32.41,06037621324
36.16,06037621326
33.78,06037621400
32.21,06037650001
31.95,06037650003
27.68,06037650004
30.3,06037650101
26.25,06037650102
28.2,06037650200
23.68,06037650300
29.4,06037650401
26.52,06037650501
31.87,06037650502
28.61,06037650603
31.07,06037650604
32.04,06037650605
30.67,06037650606
33.87,06037650607
29.38,06037650701
35.38,06037650702
28.92,06037650801
26.14,06037650802
24.83,06037650901
24.59,06037650903
29.6,06037650904
25.5,06037651001
35.65,06037651002
27.79,06037651101
29.86,06037651102
30.35,06037651201
27.64,06037651221
38.55,06037651222
30.31,06037651302
38.26,06037651304
28.79,06037651401
31.75,06037651402
31.89,06037670001
32.99,06037670002
27.69,06037670003
28.25,06037670101
22.5,06037670102
32.39,06037670201
31.53,06037670202
34.49,06037670324
37.17,06037670326
32.92,06037670328
40.95,06037670405
32.45,06037670406
37.27,06037670407
37.87,06037670413
40.35,06037670416
35.17,06037670417
35.62,06037670418
32.47,06037670500
34.93,06037670603
46.47,06037670604
32.53,06037670701
29.07,06037670702
29.12,06037700101
36.08,06037700102
30.14,06037700200
30.08,06037700300
26.92,06037700400
31.44,06037700501
27.93,06037700502
27.05,06037700600
27.51,06037700700
29.14,06037700801
26.87,06037700802
27.15,06037700901
30.02,06037700902
22.7,06037701000
24.46,06037701201
28.09,06037701202
28.05,06037701302
32.04,06037701304
33.99,06037701402
30.43,06037701501
26.76,06037701502
26.62,06037701601
22.8,06037701602
25.56,06037701701
24.42,06037701702
23.03,06037701801
25.59,06037701802
25.08,06037701902
30.76,06037702002
36.53,06037702102
24.77,06037702201
28.56,06037702202
27.27,06037702300
31.77,06037702400
25.95,06037702501
30.49,06037702502
28.32,06037702600
29.41,06037702700
29.51,06037702801
31.02,06037702802
35.65,06037702803
34.71,06037702900
34.57,06037703002
27.59,06037703003
34.96,06037703100
38.22,06037703200
34.9,06037800101
35.55,06037800103
35.41,06037800104
43.73,06037800202
43.53,06037800204
29.63,06037800205
32.26,06037800206
35.0,06037800324
25.8,06037800325
39.74,06037800328
32.19,06037800333
26.54,06037800334
29.52,06037800335
37.06,06037800336
27.76,06037800337
31.89,06037800338
43.13,06037800406
21.12,06037800410
29.34,06037800411
34.78,06037800412
45.23,06037800504
34.83,06037800506
32.87,06037900102
42.62,06037900103
47.34,06037900104
34.41,06037900301
36.66,06037900501
41.01,06037900504
38.08,06037900505
34.9,06037900506
34.37,06037900508
30.83,06037900509
41.69,06037900510
31.34,06037900602
35.05,06037900606
30.33,06037900607
37.18,06037900608
35.08,06037900609
23.05,06037900610
34.45,06037900611
36.19,06037900701
34.12,06037900703
29.02,06037900704
20.1,06037900705
31.0,06037900804
29.32,06037900805
16.92,06037900806
45.66,06037900807
33.02,06037900808
27.34,06037900901
41.82,06037900902
0.0,06037901003
30.29,06037901007
26.9,06037901008
34.2,06037901009
32.66,06037901010
30.51,06037901011
33.27,06037901012
35.9,06037901013
25.86,06037901014
37.58,06037901101
38.51,06037901102
49.97,06037901209
50.93,06037901210
38.93,06037901214
47.71,06037901215
44.32,06037901216
37.89,06037901217
41.31,06037901218
34.05,06037901300
38.18,06037910002
37.48,06037910210
28.35,06037910211
28.84,06037910212
44.51,06037910213
36.99,06037910214
41.4,06037910215
34.4,06037910216
43.47,06037910217
32.84,06037910218
42.75,06037910301
47.1,06037910302
33.93,06037910401
51.2,06037910404
35.08,06037910405
38.29,06037910501
40.06,06037910502
43.32,06037910504
46.0,06037910505
43.46,06037910601
40.3,06037910602
47.77,06037910605
49.97,06037910606
53.37,06037910607
40.74,06037910608
45.43,06037910706
45.85,06037910707
50.03,06037910709
46.39,06037910712
48.52,06037910713
48.75,06037910714
56.53,06037910715
43.03,06037910716
47.46,06037910717
50.53,06037910718
58.62,06037910719
43.04,06037910720
42.35,06037910721
54.69,06037910804
43.41,06037910807
41.14,06037910808
41.18,06037910809
45.43,06037910810
39.93,06037910814
54.0,06037910815
40.29,06037911001
50.9,06037911100
40.4,06037920013
39.27,06037920015
38.8,06037920016
36.65,06037920017
40.79,06037920018
31.87,06037920020
34.19,06037920028
40.94,06037920029
40.7,06037920030
36.16,06037920031
46.01,06037920034
41.92,06037920035
35.09,06037920038
34.88,06037920039
46.59,06037920040
43.9,06037920041
44.47,06037920042
43.87,06037920043
40.73,06037920044
42.92,06037920045
42.95,06037920046
27.83,06037920047
44.03,06037920048
41.55,06037920049
55.2,06037920050
41.07,06037920102
34.1,06037920104
32.74,06037920106
45.6,06037920109
40.3,06037920110
31.25,06037920111
38.79,06037920112
34.79,06037920114
35.19,06037920115
34.1,06037920116
33.38,06037920118
38.92,06037920119
36.58,06037920120
36.45,06037920121
0.0,06037920200
39.07,06037920303
31.26,06037920312
33.83,06037920313
37.05,06037920314
31.45,06037920322
42.02,06037920326
34.77,06037920328
34.14,06037920329
38.4,06037920330
33.24,06037920331
27.7,06037920332
32.03,06037920334
40.97,06037920338
35.12,06037920339
25.42,06037920340
27.68,06037920341
32.14,06037920342
34.23,06037920343
48.13,06037930400
0.0,06037980001
0.0,06037980002
0.0,06037980003
0.0,06037980004
0.0,06037980005
0.0,06037980006
0.0,06037980007
18.25,06037980008
0.0,06037980009
23.6,06037980010
7.0,06037980011
0.0,06037980012
0.0,06037980013
7.0,06037980014
36.77,06037980015
31.48,06037980016
39.46,06037980017
0.0,06037980018
23.67,06037980019
0.0,06037980020
29.08,06037980021
0.0,06037980022
0.0,06037980023
43.44,06037980024
52.25,06037980025
0.0,06037980026
0.0,06037980028
0.0,06037980030
23.42,06037980031
0.0,06037980033
0.0,06037980034
37.37,06037980035
41.43,06037980036
0.0,06037980037
0.0,06037980038
0.0,06037980039
0.0,06037990100
0.0,06037990200
0.0,06037990300
